fitness,finished,diversity,individual
200.0,True,31,"(1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2)"
200.0,True,30,"(1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1)"
200.0,True,29,"(1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2)"
200.0,True,27,"(1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2)"
200.0,True,27,"(1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 1, 1, 2, 1)"
200.0,True,36,"(1, 2, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2, 1)"
200.0,True,24,"(2, 1, 1, 1, 2, 2, 2, 1, 2, 2, 1, 1, 2, 1)"
200.0,True,33,"(1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 1, 1)"
200.0,True,32,"(1, 1, 2, 1, 2, 2, 1, 2, 2, 2, 2, 1, 1, 1)"
200.0,True,24,"(1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2)"
200.0,True,32,"(1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1)"
200.0,True,28,"(1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2)"
200.0,True,25,"(1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2)"
200.0,True,30,"(1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2)"
200.0,True,28,"(1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2)"
200.0,True,27,"(1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 2, 2)"
200.0,True,23,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2)"
200.0,True,26,"(1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 1)"
200.0,True,24,"(1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2)"
200.0,True,29,"(1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2)"
200.0,True,25,"(1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 1, 2, 1, 1)"
200.0,True,32,"(1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 1, 2)"
200.0,True,18,"(1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2)"
200.0,True,28,"(1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2)"
200.0,True,22,"(1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1)"
200.0,True,34,"(1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2)"
200.0,True,33,"(1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 1)"
200.0,True,26,"(1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2)"
200.0,True,30,"(1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 1, 1, 1, 2)"
200.0,True,18,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2)"
