fitness,finished,diversity,individual
14,True,26,"(1, 2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1)"
14,True,20,"(1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 1, 1)"
14,True,29,"(1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1)"
14,True,28,"(1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 1, 1)"
14,True,27,"(1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 2)"
14,True,24,"(1, 1, 2, 1, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2)"
14,True,30,"(2, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1)"
14,True,23,"(1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 2, 2)"
14,True,30,"(1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1)"
14,True,21,"(1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2)"
14,True,29,"(1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1, 1)"
14,True,25,"(1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1)"
14,True,21,"(1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 1, 2, 2)"
14,True,22,"(1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1)"
14,True,25,"(2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2)"
14,True,28,"(1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 1, 1)"
14,True,20,"(1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 1)"
14,True,29,"(1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2)"
14,True,24,"(1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2, 2)"
14,True,24,"(1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2)"
14,True,25,"(2, 1, 1, 1, 2, 2, 2, 1, 2, 2, 1, 2, 1, 1)"
14,True,24,"(2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2)"
14,True,27,"(1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 2, 2)"
14,True,24,"(1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1)"
14,True,26,"(1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1)"
14,True,27,"(1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 2, 1, 2, 2)"
14,True,30,"(1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 2, 2)"
14,True,26,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2)"
14,True,27,"(1, 1, 2, 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2)"
14,True,26,"(1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2)"
