fitness,finished,diversity,individual
200.0,True,16,"(1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 2, 2)"
200.0,True,16,"(1, 2, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2, 1)"
200.0,True,14,"(1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1)"
200.0,True,16,"(1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2)"
200.0,True,13,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2)"
200.0,True,15,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2)"
200.0,True,17,"(2, 1, 1, 1, 2, 2, 2, 1, 2, 2, 1, 1, 2, 1)"
200.0,True,8,"(1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 1, 1, 1, 2)"
200.0,True,16,"(1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 2)"
200.0,True,13,"(1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2)"
200.0,True,12,"(2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 1)"
200.0,True,10,"(1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2)"
200.0,True,12,"(1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2)"
200.0,True,12,"(1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 2, 2)"
200.0,True,19,"(1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2)"
200.0,True,11,"(1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 1, 1, 2, 1)"
200.0,True,18,"(1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1, 1)"
200.0,True,15,"(1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2)"
200.0,True,19,"(1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2)"
200.0,True,13,"(1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 2, 2)"
200.0,True,11,"(1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 1)"
200.0,True,10,"(1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1)"
200.0,True,18,"(1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1)"
200.0,True,19,"(1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 1)"
200.0,True,12,"(1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2)"
200.0,True,15,"(1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2)"
200.0,True,14,"(2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 1, 2)"
200.0,True,13,"(2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1, 2)"
200.0,True,19,"(1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2)"
200.0,True,11,"(1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2)"
